instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,temperatura,sensacionTermica,humedad,velViento
1722,2011-03-17,1,3,9,0,4,1,1,23,162,185,16.0,20.0,62.0,17.0
1723,2011-03-17,1,3,10,0,4,1,1,9,69,78,18.0,22.0,54.0,22.0
1724,2011-03-17,1,3,11,0,4,1,1,20,66,86,18.0,22.0,54.0,19.0
1725,2011-03-17,1,3,12,0,4,1,1,24,81,105,20.0,24.0,45.0,15.0
1726,2011-03-17,1,3,13,0,4,1,2,26,85,111,21.0,25.0,42.0,6.0
1727,2011-03-17,1,3,14,0,4,1,1,32,87,119,20.0,24.0,45.0,7.0
1728,2011-03-17,1,3,15,0,4,1,1,30,95,125,21.0,25.0,42.0,17.0
1729,2011-03-17,1,3,16,0,4,1,1,34,108,142,20.0,24.0,48.0,19.0
1730,2011-03-17,1,3,17,0,4,1,1,48,265,313,20.0,24.0,42.0,13.0
1731,2011-03-17,1,3,18,0,4,1,2,50,260,310,19.0,23.0,59.0,11.0
1732,2011-03-17,1,3,19,0,4,1,1,18,189,207,18.0,22.0,58.0,13.0
1733,2011-03-17,1,3,20,0,4,1,1,25,112,137,17.0,21.0,67.0,15.0
1734,2011-03-17,1,3,21,0,4,1,1,19,119,138,17.0,21.0,62.0,15.0
1735,2011-03-17,1,3,22,0,4,1,1,17,70,87,16.0,20.0,66.0,15.0
1736,2011-03-17,1,3,23,0,4,1,1,7,43,50,17.0,21.0,62.0,19.0
1737,2011-03-18,1,3,0,0,5,1,1,5,24,29,17.0,21.0,58.0,19.0
1738,2011-03-18,1,3,1,0,5,1,1,4,12,16,16.0,20.0,62.0,17.0
1739,2011-03-18,1,3,2,0,5,1,1,5,9,14,16.0,20.0,62.0,13.0
1740,2011-03-18,1,3,3,0,5,1,1,1,4,5,15.0,17.0,71.0,13.0
1741,2011-03-18,1,3,5,0,5,1,1,2,8,10,16.0,20.0,66.0,11.0
1742,2011-03-18,1,3,6,0,5,1,1,1,35,36,16.0,20.0,66.0,13.0
1743,2011-03-18,1,3,7,0,5,1,1,11,112,123,16.0,20.0,66.0,13.0
1744,2011-03-18,1,3,8,0,5,1,1,24,256,280,17.0,21.0,67.0,17.0
1745,2011-03-18,1,3,9,0,5,1,1,18,192,210,19.0,23.0,63.0,15.0
1746,2011-03-18,1,3,10,0,5,1,1,43,74,117,21.0,25.0,53.0,19.0
1747,2011-03-18,1,3,11,0,5,1,1,55,104,159,22.0,26.0,52.0,19.0
1748,2011-03-18,1,3,12,0,5,1,2,72,123,195,23.0,27.0,49.0,24.0
1749,2011-03-18,1,3,13,0,5,1,1,57,118,175,26.0,31.0,41.0,19.0
1750,2011-03-18,1,3,14,0,5,1,1,71,103,174,27.0,31.0,39.0,17.0
1751,2011-03-18,1,3,15,0,5,1,2,62,111,173,28.0,32.0,39.0,24.0
1752,2011-03-18,1,3,16,0,5,1,1,67,137,204,28.0,32.0,39.0,19.0
1753,2011-03-18,1,3,17,0,5,1,1,95,237,332,29.0,32.0,37.0,22.0
1754,2011-03-18,1,3,18,0,5,1,1,84,247,331,28.0,32.0,39.0,11.0
1755,2011-03-18,1,3,19,0,5,1,1,58,132,190,27.0,31.0,44.0,9.0
1756,2011-03-18,1,3,20,0,5,1,1,46,103,149,25.0,31.0,46.0,9.0
1757,2011-03-18,1,3,21,0,5,1,1,22,91,113,25.0,31.0,46.0,7.0
1758,2011-03-18,1,3,22,0,5,1,1,55,63,118,25.0,31.0,50.0,11.0
1759,2011-03-18,1,3,23,0,5,1,2,26,60,86,25.0,31.0,53.0,15.0
1760,2011-03-19,1,3,0,0,6,0,2,26,50,76,25.0,31.0,53.0,17.0
1761,2011-03-19,1,3,1,0,6,0,2,16,35,51,24.0,27.0,46.0,24.0
1762,2011-03-19,1,3,2,0,6,0,2,5,20,25,23.0,27.0,43.0,15.0
1763,2011-03-19,1,3,3,0,6,0,2,1,7,8,22.0,26.0,39.0,22.0
1764,2011-03-19,1,3,4,0,6,0,1,1,2,3,21.0,25.0,34.0,28.0
1765,2011-03-19,1,3,5,0,6,0,1,0,2,2,21.0,25.0,34.0,28.0
1766,2011-03-19,1,3,6,0,6,0,1,0,10,10,18.0,22.0,44.0,28.0
1767,2011-03-19,1,3,7,0,6,0,1,4,9,13,16.0,20.0,50.0,22.0
1768,2011-03-19,1,3,8,0,6,0,1,11,37,48,17.0,21.0,47.0,33.0
1769,2011-03-19,1,3,9,0,6,0,1,35,41,76,17.0,21.0,44.0,31.0
1770,2011-03-19,1,3,10,0,6,0,1,55,85,140,18.0,22.0,38.0,28.0
1771,2011-03-19,1,3,11,0,6,0,1,90,106,196,19.0,23.0,36.0,30.0
1772,2011-03-19,1,3,12,0,6,0,1,126,141,267,19.0,23.0,33.0,28.0
1773,2011-03-19,1,3,13,0,6,0,1,174,127,301,20.0,24.0,34.0,31.0
1774,2011-03-19,1,3,14,0,6,0,1,168,144,312,20.0,24.0,31.0,33.0
1775,2011-03-19,1,3,15,0,6,0,1,170,143,313,20.0,24.0,29.0,28.0
1776,2011-03-19,1,3,16,0,6,0,1,175,129,304,20.0,24.0,31.0,26.0
1777,2011-03-19,1,3,17,0,6,0,1,138,140,278,20.0,23.0,31.0,22.0
1778,2011-03-19,1,3,18,0,6,0,1,92,125,217,19.0,23.0,31.0,22.0
1779,2011-03-19,1,3,19,0,6,0,1,38,116,154,18.0,22.0,33.0,19.0
1780,2011-03-19,1,3,20,0,6,0,1,39,69,108,17.0,21.0,35.0,15.0
1781,2011-03-19,1,3,21,0,6,0,1,20,73,93,16.0,20.0,37.0,20.0
1782,2011-03-19,1,3,22,0,6,0,1,27,45,72,16.0,20.0,37.0,22.0
1783,2011-03-19,1,3,23,0,6,0,1,13,37,50,16.0,20.0,40.0,20.0
1784,2011-03-20,1,3,0,0,0,0,1,7,33,40,14.0,15.0,49.0,28.0
1785,2011-03-20,1,3,1,0,0,0,1,2,22,24,13.0,14.0,53.0,24.0
1786,2011-03-20,1,3,2,0,0,0,1,6,24,30,12.0,14.0,52.0,19.0
1787,2011-03-20,1,3,3,0,0,0,1,1,11,12,11.0,14.0,56.0,17.0
1788,2011-03-20,1,3,4,0,0,0,1,2,1,3,11.0,13.0,56.0,15.0
1789,2011-03-20,1,3,5,0,0,0,1,3,6,9,11.0,13.0,60.0,13.0
1790,2011-03-20,1,3,6,0,0,0,1,1,3,4,11.0,13.0,60.0,15.0
1791,2011-03-20,1,3,7,0,0,0,1,5,9,14,10.0,11.0,60.0,15.0
1792,2011-03-20,1,3,8,0,0,0,1,7,30,37,11.0,14.0,56.0,11.0
1793,2011-03-20,1,3,9,0,0,0,1,35,43,78,12.0,15.0,52.0,9.0
1794,2011-03-20,1,3,10,0,0,0,2,55,81,136,13.0,17.0,45.0,0.0
1795,2011-03-20,1,3,11,0,0,0,1,92,111,203,14.0,17.0,39.0,7.0
1796,2011-03-20,1,3,12,0,0,0,1,120,108,228,15.0,18.0,40.0,7.0
1797,2011-03-20,1,3,13,0,0,0,1,88,115,203,16.0,20.0,34.0,0.0
1798,2011-03-20,1,3,14,0,0,0,1,145,134,279,16.0,20.0,30.0,0.0
1799,2011-03-20,1,3,15,0,0,0,1,172,136,308,16.0,20.0,32.0,6.0
1800,2011-03-20,1,3,16,0,0,0,1,92,132,224,17.0,21.0,32.0,0.0
1801,2011-03-20,1,3,17,0,0,0,1,83,143,226,16.0,20.0,35.0,19.0
1802,2011-03-20,1,3,18,0,0,0,1,58,98,156,16.0,20.0,40.0,24.0
1803,2011-03-20,1,3,19,0,0,0,1,21,58,79,15.0,17.0,43.0,19.0
1804,2011-03-20,1,3,20,0,0,0,1,21,46,67,15.0,17.0,46.0,19.0
1805,2011-03-20,1,3,21,0,0,0,2,10,39,49,14.0,16.0,53.0,19.0
1806,2011-03-20,1,3,22,0,0,0,2,8,30,38,14.0,15.0,53.0,22.0
1807,2011-03-20,1,3,23,0,0,0,3,13,11,24,14.0,15.0,61.0,26.0
1808,2011-03-21,2,3,0,0,1,1,3,2,11,13,14.0,15.0,66.0,26.0
1809,2011-03-21,2,3,1,0,1,1,2,1,6,7,14.0,15.0,71.0,26.0
1810,2011-03-21,2,3,2,0,1,1,2,1,5,6,14.0,15.0,71.0,22.0
1811,2011-03-21,2,3,3,0,1,1,2,0,1,1,14.0,15.0,71.0,22.0
1812,2011-03-21,2,3,5,0,1,1,1,1,1,2,13.0,15.0,81.0,20.0
1813,2011-03-21,2,3,6,0,1,1,3,2,30,32,13.0,15.0,76.0,17.0
1814,2011-03-21,2,3,7,0,1,1,3,3,15,18,12.0,14.0,87.0,28.0
1815,2011-03-21,2,3,8,0,1,1,2,3,95,98,12.0,14.0,87.0,28.0
1816,2011-03-21,2,3,9,0,1,1,2,12,115,127,14.0,15.0,81.0,22.0
1817,2011-03-21,2,3,10,0,1,1,2,17,45,62,16.0,20.0,76.0,26.0
1818,2011-03-21,2,3,11,0,1,1,2,32,47,79,17.0,21.0,71.0,20.0
1819,2011-03-21,2,3,12,0,1,1,2,25,56,81,18.0,22.0,77.0,17.0
1820,2011-03-21,2,3,13,0,1,1,2,35,77,112,20.0,24.0,63.0,15.0
1821,2011-03-21,2,3,14,0,1,1,2,36,65,101,22.0,26.0,64.0,15.0
1822,2011-03-21,2,3,15,0,1,1,2,41,66,107,23.0,27.0,60.0,15.0
1823,2011-03-21,2,3,16,0,1,1,2,29,112,141,22.0,26.0,64.0,19.0
1824,2011-03-21,2,3,17,0,1,1,2,41,231,272,22.0,26.0,64.0,17.0
1825,2011-03-21,2,3,18,0,1,1,2,44,232,276,21.0,25.0,72.0,15.0
1826,2011-03-21,2,3,19,0,1,1,1,22,199,221,24.0,27.0,60.0,28.0
1827,2011-03-21,2,3,20,0,1,1,1,16,106,122,23.0,27.0,64.0,13.0
1828,2011-03-21,2,3,21,0,1,1,1,12,79,91,19.0,23.0,94.0,13.0
1829,2011-03-21,2,3,22,0,1,1,1,18,60,78,19.0,23.0,88.0,15.0
1830,2011-03-21,2,3,23,0,1,1,1,8,22,30,19.0,23.0,88.0,6.0
1831,2011-03-22,2,3,0,0,2,1,1,4,7,11,19.0,23.0,88.0,13.0
1832,2011-03-22,2,3,1,0,2,1,1,6,13,19,17.0,21.0,100.0,9.0
1833,2011-03-22,2,3,2,0,2,1,1,0,1,1,18.0,22.0,94.0,6.0
1834,2011-03-22,2,3,3,0,2,1,1,3,2,5,18.0,22.0,82.0,15.0
1835,2011-03-22,2,3,4,0,2,1,2,0,1,1,17.0,21.0,82.0,11.0
1836,2011-03-22,2,3,5,0,2,1,2,1,11,12,16.0,20.0,87.0,9.0
1837,2011-03-22,2,3,6,0,2,1,1,2,58,60,16.0,20.0,87.0,17.0
1838,2011-03-22,2,3,7,0,2,1,2,4,132,136,16.0,20.0,76.0,7.0
1839,2011-03-22,2,3,8,0,2,1,2,24,312,336,16.0,20.0,58.0,20.0
1840,2011-03-22,2,3,9,0,2,1,2,19,159,178,16.0,20.0,58.0,31.0
1841,2011-03-22,2,3,10,0,2,1,2,29,95,124,18.0,22.0,54.0,20.0
1842,2011-03-22,2,3,11,0,2,1,1,22,64,86,18.0,22.0,51.0,22.0
1843,2011-03-22,2,3,12,0,2,1,1,35,86,121,19.0,23.0,47.0,17.0
1844,2011-03-22,2,3,13,0,2,1,1,21,85,106,20.0,24.0,45.0,15.0
1845,2011-03-22,2,3,14,0,2,1,1,30,71,101,20.0,24.0,42.0,22.0
1846,2011-03-22,2,3,15,0,2,1,1,55,79,134,20.0,24.0,42.0,15.0
1847,2011-03-22,2,3,16,0,2,1,1,40,125,165,20.0,24.0,42.0,7.0
1848,2011-03-22,2,3,17,0,2,1,1,42,265,307,20.0,24.0,42.0,7.0
1849,2011-03-22,2,3,18,0,2,1,1,41,271,312,20.0,23.0,44.0,6.0
1850,2011-03-22,2,3,19,0,2,1,2,22,142,164,18.0,22.0,54.0,17.0
1851,2011-03-22,2,3,20,0,2,1,2,19,116,135,18.0,22.0,54.0,24.0
1852,2011-03-22,2,3,21,0,2,1,2,24,63,87,17.0,21.0,54.0,19.0
1853,2011-03-22,2,3,22,0,2,1,2,13,57,70,16.0,20.0,58.0,17.0
1854,2011-03-22,2,3,23,0,2,1,2,4,28,32,16.0,20.0,58.0,17.0
1855,2011-03-23,2,3,0,0,3,1,3,3,8,11,15.0,17.0,71.0,15.0
1856,2011-03-23,2,3,1,0,3,1,3,0,7,7,14.0,16.0,76.0,15.0
1857,2011-03-23,2,3,2,0,3,1,3,1,1,2,14.0,16.0,76.0,15.0
1858,2011-03-23,2,3,3,0,3,1,2,0,3,3,14.0,16.0,76.0,17.0
1859,2011-03-23,2,3,5,0,3,1,3,0,10,10,13.0,16.0,87.0,13.0
1860,2011-03-23,2,3,6,0,3,1,2,1,43,44,14.0,16.0,87.0,17.0
1861,2011-03-23,2,3,7,0,3,1,2,7,111,118,13.0,15.0,93.0,15.0
1862,2011-03-23,2,3,8,0,3,1,2,14,247,261,13.0,16.0,87.0,13.0
1863,2011-03-23,2,3,9,0,3,1,2,8,174,182,13.0,15.0,81.0,17.0
1864,2011-03-23,2,3,10,0,3,1,2,15,60,75,14.0,16.0,81.0,19.0
1865,2011-03-23,2,3,11,0,3,1,2,18,53,71,14.0,17.0,87.0,13.0
1866,2011-03-23,2,3,12,0,3,1,2,14,73,87,14.0,16.0,87.0,15.0
1867,2011-03-23,2,3,13,0,3,1,3,14,94,108,14.0,17.0,87.0,9.0
1868,2011-03-23,2,3,14,0,3,1,2,13,71,84,15.0,18.0,87.0,7.0
1869,2011-03-23,2,3,15,0,3,1,2,11,74,85,16.0,20.0,82.0,15.0
1870,2011-03-23,2,3,16,0,3,1,2,13,123,136,16.0,20.0,76.0,15.0
1871,2011-03-23,2,3,17,0,3,1,2,28,245,273,16.0,20.0,76.0,15.0
1872,2011-03-23,2,3,18,0,3,1,3,20,218,238,16.0,20.0,82.0,17.0
1873,2011-03-23,2,3,19,0,3,1,3,12,147,159,16.0,20.0,82.0,17.0
1874,2011-03-23,2,3,20,0,3,1,3,3,72,75,15.0,15.0,87.0,43.0
1875,2011-03-23,2,3,21,0,3,1,3,0,22,22,13.0,14.0,100.0,28.0
1876,2011-03-23,2,3,22,0,3,1,2,6,38,44,13.0,16.0,93.0,11.0
1877,2011-03-23,2,3,23,0,3,1,3,2,24,26,13.0,17.0,90.0,0.0
1878,2011-03-24,2,3,0,0,4,1,2,0,11,11,13.0,15.0,93.0,15.0
1879,2011-03-24,2,3,1,0,4,1,2,0,3,3,12.0,14.0,100.0,15.0
1880,2011-03-24,2,3,2,0,4,1,2,0,6,6,12.0,14.0,100.0,17.0
1881,2011-03-24,2,3,3,0,4,1,2,1,0,1,11.0,14.0,100.0,13.0
1882,2011-03-24,2,3,4,0,4,1,2,0,1,1,11.0,14.0,100.0,13.0
1883,2011-03-24,2,3,5,0,4,1,2,1,8,9,11.0,14.0,93.0,15.0
1884,2011-03-24,2,3,6,0,4,1,2,0,41,41,11.0,14.0,93.0,15.0
1885,2011-03-24,2,3,7,0,4,1,3,2,106,108,11.0,13.0,100.0,15.0
1886,2011-03-24,2,3,8,0,4,1,3,4,120,124,11.0,11.0,100.0,20.0
1887,2011-03-24,2,3,9,0,4,1,2,3,94,97,11.0,13.0,93.0,15.0
1888,2011-03-24,2,3,10,0,4,1,2,10,55,65,11.0,11.0,93.0,22.0
1889,2011-03-24,2,3,11,0,4,1,2,10,61,71,12.0,14.0,81.0,20.0
1890,2011-03-24,2,3,12,0,4,1,2,12,82,94,12.0,14.0,70.0,22.0
1891,2011-03-24,2,3,13,0,4,1,2,11,90,101,13.0,15.0,70.0,15.0
1892,2011-03-24,2,3,14,0,4,1,2,17,66,83,12.0,15.0,70.0,9.0
1893,2011-03-24,2,3,15,0,4,1,2,13,77,90,12.0,14.0,70.0,17.0
1894,2011-03-24,2,3,16,0,4,1,2,6,78,84,12.0,14.0,65.0,15.0
1895,2011-03-24,2,3,17,0,4,1,2,12,221,233,12.0,14.0,70.0,15.0
1896,2011-03-24,2,3,18,0,4,1,2,17,197,214,12.0,14.0,61.0,20.0
1897,2011-03-24,2,3,19,0,4,1,1,16,122,138,12.0,14.0,56.0,26.0
1898,2011-03-24,2,3,20,0,4,1,1,8,110,118,11.0,13.0,61.0,19.0
1899,2011-03-24,2,3,21,0,4,1,1,11,67,78,11.0,13.0,65.0,15.0
1900,2011-03-24,2,3,22,0,4,1,1,3,59,62,11.0,13.0,65.0,11.0
1901,2011-03-24,2,3,23,0,4,1,1,9,24,33,10.0,11.0,65.0,13.0
1902,2011-03-25,2,3,0,0,5,1,1,1,17,18,10.0,11.0,60.0,13.0
1903,2011-03-25,2,3,1,0,5,1,1,0,5,5,8.0,11.0,69.0,11.0
1904,2011-03-25,2,3,2,0,5,1,1,0,5,5,8.0,10.0,69.0,15.0
1905,2011-03-25,2,3,3,0,5,1,1,0,2,2,8.0,11.0,69.0,7.0
1906,2011-03-25,2,3,4,0,5,1,1,3,2,5,7.0,11.0,74.0,7.0
1907,2011-03-25,2,3,5,0,5,1,1,0,9,9,7.0,10.0,74.0,11.0
1908,2011-03-25,2,3,6,0,5,1,1,0,32,32,7.0,9.0,74.0,15.0
1909,2011-03-25,2,3,7,0,5,1,1,4,100,104,8.0,9.0,59.0,24.0
1910,2011-03-25,2,3,8,0,5,1,1,9,228,237,9.0,11.0,51.0,19.0
1911,2011-03-25,2,3,9,0,5,1,1,16,150,166,10.0,11.0,48.0,20.0
1912,2011-03-25,2,3,10,0,5,1,1,15,53,68,11.0,13.0,48.0,0.0
1913,2011-03-25,2,3,11,0,5,1,1,17,58,75,12.0,14.0,45.0,19.0
1914,2011-03-25,2,3,12,0,5,1,1,37,108,145,13.0,15.0,42.0,17.0
1915,2011-03-25,2,3,13,0,5,1,1,34,104,138,13.0,16.0,39.0,13.0
1916,2011-03-25,2,3,14,0,5,1,1,30,103,133,15.0,17.0,32.0,22.0
1917,2011-03-25,2,3,15,0,5,1,2,43,79,122,14.0,16.0,36.0,17.0
1918,2011-03-25,2,3,16,0,5,1,2,23,127,150,14.0,15.0,34.0,20.0
1919,2011-03-25,2,3,17,0,5,1,2,23,202,225,13.0,14.0,36.0,24.0
1920,2011-03-25,2,3,18,0,5,1,1,8,190,198,12.0,14.0,39.0,17.0
1921,2011-03-25,2,3,19,0,5,1,2,9,126,135,12.0,14.0,36.0,19.0
1922,2011-03-25,2,3,20,0,5,1,2,6,75,81,12.0,15.0,39.0,9.0
1923,2011-03-25,2,3,21,0,5,1,2,11,64,75,12.0,15.0,39.0,11.0
1924,2011-03-25,2,3,22,0,5,1,2,3,40,43,11.0,13.0,38.0,22.0
1925,2011-03-25,2,3,23,0,5,1,2,8,31,39,11.0,12.0,38.0,19.0
1926,2011-03-26,2,3,0,0,6,0,2,3,25,28,11.0,12.0,38.0,19.0
1927,2011-03-26,2,3,1,0,6,0,1,3,24,27,11.0,11.0,38.0,20.0
1928,2011-03-26,2,3,2,0,6,0,1,4,21,25,9.0,11.0,44.0,15.0
1929,2011-03-26,2,3,3,0,6,0,1,2,7,9,8.0,10.0,47.0,13.0
1930,2011-03-26,2,3,4,0,6,0,1,2,4,6,9.0,11.0,44.0,15.0
1931,2011-03-26,2,3,5,0,6,0,1,0,8,8,8.0,10.0,51.0,13.0
1932,2011-03-26,2,3,6,0,6,0,1,2,8,10,7.0,9.0,55.0,13.0
1933,2011-03-26,2,3,7,0,6,0,1,18,23,41,8.0,10.0,51.0,13.0
1934,2011-03-26,2,3,8,0,6,0,1,24,42,66,9.0,11.0,44.0,9.0
1935,2011-03-26,2,3,9,0,6,0,1,32,68,100,10.0,12.0,41.0,9.0
1936,2011-03-26,2,3,10,0,6,0,1,32,93,125,11.0,13.0,41.0,11.0
1937,2011-03-26,2,3,11,0,6,0,1,75,93,168,11.0,14.0,38.0,11.0
1938,2011-03-26,2,3,12,0,6,0,1,98,129,227,12.0,14.0,36.0,13.0
1939,2011-03-26,2,3,13,0,6,0,1,94,145,239,13.0,15.0,33.0,15.0
1940,2011-03-26,2,3,14,0,6,0,1,93,123,216,14.0,16.0,29.0,15.0
1941,2011-03-26,2,3,15,0,6,0,1,110,109,219,14.0,17.0,29.0,13.0
1942,2011-03-26,2,3,16,0,6,0,1,118,130,248,14.0,17.0,23.0,13.0
1943,2011-03-26,2,3,17,0,6,0,1,102,101,203,13.0,15.0,24.0,15.0
1944,2011-03-26,2,3,18,0,6,0,2,64,89,153,13.0,16.0,21.0,11.0
1945,2011-03-26,2,3,19,0,6,0,2,45,93,138,11.0,14.0,45.0,17.0
1946,2011-03-26,2,3,20,0,6,0,2,18,67,85,11.0,14.0,45.0,17.0
1947,2011-03-26,2,3,21,0,6,0,2,15,36,51,11.0,13.0,44.0,13.0
1948,2011-03-26,2,3,22,0,6,0,2,17,46,63,11.0,14.0,41.0,15.0
1949,2011-03-26,2,3,23,0,6,0,2,10,31,41,11.0,12.0,44.0,19.0
1950,2011-03-27,2,3,0,0,0,0,2,5,26,31,11.0,13.0,41.0,11.0
1951,2011-03-27,2,3,1,0,0,0,2,3,17,20,10.0,11.0,52.0,13.0
1952,2011-03-27,2,3,2,0,0,0,3,6,15,21,9.0,11.0,55.0,13.0
1953,2011-03-27,2,3,3,0,0,0,3,0,14,14,8.0,10.0,69.0,15.0
1954,2011-03-27,2,3,4,0,0,0,3,1,5,6,7.0,10.0,74.0,11.0
1955,2011-03-27,2,3,6,0,0,0,3,0,2,2,7.0,9.0,86.0,9.0
1956,2011-03-27,2,3,7,0,0,0,3,0,7,7,7.0,8.0,86.0,11.0
1957,2011-03-27,2,3,8,0,0,0,1,6,8,14,8.0,10.0,69.0,15.0
1958,2011-03-27,2,3,9,0,0,0,1,17,37,54,9.0,11.0,55.0,9.0
1959,2011-03-27,2,3,10,0,0,0,2,27,59,86,9.0,11.0,55.0,15.0
1960,2011-03-27,2,3,11,0,0,0,2,23,85,108,10.0,12.0,48.0,11.0
1961,2011-03-27,2,3,12,0,0,0,2,43,120,163,11.0,13.0,44.0,15.0
1962,2011-03-27,2,3,13,0,0,0,1,47,100,147,12.0,14.0,39.0,15.0
1963,2011-03-27,2,3,14,0,0,0,1,61,103,164,13.0,16.0,36.0,11.0
1964,2011-03-27,2,3,15,0,0,0,1,61,111,172,13.0,15.0,36.0,19.0
1965,2011-03-27,2,3,16,0,0,0,1,45,98,143,14.0,17.0,34.0,0.0
1966,2011-03-27,2,3,17,0,0,0,1,50,109,159,13.0,15.0,31.0,17.0
1967,2011-03-27,2,3,18,0,0,0,1,32,105,137,12.0,14.0,33.0,13.0
1968,2011-03-27,2,3,19,0,0,0,1,23,80,103,12.0,14.0,31.0,15.0
1969,2011-03-27,2,3,20,0,0,0,1,7,50,57,11.0,14.0,36.0,11.0
1970,2011-03-27,2,3,21,0,0,0,1,7,29,36,11.0,13.0,41.0,11.0
1971,2011-03-27,2,3,22,0,0,0,1,5,25,30,11.0,13.0,41.0,11.0
1972,2011-03-27,2,3,23,0,0,0,1,3,16,19,11.0,13.0,44.0,13.0
1973,2011-03-28,2,3,0,0,1,1,1,1,11,12,9.0,11.0,55.0,13.0
1974,2011-03-28,2,3,1,0,1,1,1,2,4,6,9.0,11.0,44.0,13.0
1975,2011-03-28,2,3,2,0,1,1,1,0,5,5,9.0,11.0,44.0,11.0
1976,2011-03-28,2,3,3,0,1,1,1,0,2,2,9.0,11.0,44.0,11.0
1977,2011-03-28,2,3,5,0,1,1,1,0,8,8,7.0,9.0,43.0,13.0
1978,2011-03-28,2,3,6,0,1,1,1,0,40,40,7.0,8.0,34.0,19.0
1979,2011-03-28,2,3,7,0,1,1,1,6,104,110,8.0,9.0,32.0,22.0
1980,2011-03-28,2,3,8,0,1,1,1,15,239,254,8.0,10.0,34.0,15.0
1981,2011-03-28,2,3,9,0,1,1,2,12,109,121,9.0,11.0,32.0,15.0
1982,2011-03-28,2,3,10,0,1,1,1,22,47,69,10.0,11.0,30.0,13.0
1983,2011-03-28,2,3,11,0,1,1,2,18,39,57,11.0,12.0,30.0,19.0
1984,2011-03-28,2,3,12,0,1,1,2,8,71,79,11.0,14.0,25.0,0.0
1985,2011-03-28,2,3,13,0,1,1,2,14,69,83,12.0,14.0,24.0,15.0
1986,2011-03-28,2,3,14,0,1,1,1,15,65,80,13.0,15.0,22.0,15.0
1987,2011-03-28,2,3,15,0,1,1,1,19,53,72,13.0,15.0,24.0,19.0
1988,2011-03-28,2,3,16,0,1,1,1,15,117,132,14.0,16.0,23.0,15.0
1989,2011-03-28,2,3,17,0,1,1,1,25,227,252,14.0,15.0,23.0,20.0
1990,2011-03-28,2,3,18,0,1,1,1,21,220,241,13.0,15.0,21.0,19.0
1991,2011-03-28,2,3,19,0,1,1,1,17,156,173,12.0,15.0,22.0,9.0
1992,2011-03-28,2,3,20,0,1,1,1,5,107,112,13.0,17.0,22.0,7.0
1993,2011-03-28,2,3,21,0,1,1,1,6,55,61,13.0,17.0,21.0,9.0
1994,2011-03-28,2,3,22,0,1,1,1,0,40,40,12.0,14.0,22.0,15.0
1995,2011-03-28,2,3,23,0,1,1,1,1,18,19,11.0,13.0,24.0,20.0
1996,2011-03-29,2,3,0,0,2,1,1,1,15,16,11.0,11.0,28.0,22.0
1997,2011-03-29,2,3,1,0,2,1,1,0,4,4,10.0,11.0,32.0,20.0
1998,2011-03-29,2,3,2,0,2,1,1,0,3,3,10.0,11.0,32.0,20.0
1999,2011-03-29,2,3,3,0,2,1,1,2,1,3,10.0,11.0,32.0,20.0
2000,2011-03-29,2,3,4,0,2,1,1,1,1,2,8.0,11.0,44.0,11.0
2001,2011-03-29,2,3,5,0,2,1,1,0,8,8,9.0,11.0,37.0,17.0
2002,2011-03-29,2,3,6,0,2,1,1,4,46,50,9.0,11.0,41.0,20.0
2003,2011-03-29,2,3,7,0,2,1,1,5,128,133,9.0,10.0,41.0,24.0
2004,2011-03-29,2,3,8,0,2,1,1,19,268,287,10.0,11.0,35.0,24.0
2005,2011-03-29,2,3,9,0,2,1,1,16,156,172,11.0,13.0,28.0,26.0
2006,2011-03-29,2,3,10,0,2,1,1,13,46,59,12.0,14.0,24.0,20.0
2007,2011-03-29,2,3,11,0,2,1,2,18,63,81,14.0,15.0,25.0,26.0
2008,2011-03-29,2,3,12,0,2,1,1,29,77,106,14.0,17.0,25.0,11.0
2009,2011-03-29,2,3,13,0,2,1,1,24,80,104,14.0,15.0,25.0,20.0
2010,2011-03-29,2,3,14,0,2,1,1,20,66,86,15.0,17.0,25.0,17.0
2011,2011-03-29,2,3,15,0,2,1,1,22,65,87,16.0,20.0,25.0,15.0
2012,2011-03-29,2,3,16,0,2,1,1,12,124,136,16.0,20.0,22.0,11.0
2013,2011-03-29,2,3,17,0,2,1,1,34,265,299,16.0,20.0,20.0,9.0
2014,2011-03-29,2,3,18,0,2,1,1,42,252,294,15.0,18.0,21.0,6.0
2015,2011-03-29,2,3,19,0,2,1,1,20,170,190,14.0,17.0,23.0,13.0
2016,2011-03-29,2,3,20,0,2,1,1,13,119,132,15.0,18.0,21.0,6.0
2017,2011-03-29,2,3,21,0,2,1,1,8,75,83,14.0,18.0,42.0,0.0
2018,2011-03-29,2,3,22,0,2,1,1,6,49,55,14.0,18.0,49.0,0.0
2019,2011-03-29,2,3,23,0,2,1,2,8,27,35,13.0,17.0,57.0,7.0
2020,2011-03-30,2,3,0,0,3,1,2,3,8,11,13.0,17.0,57.0,0.0
2021,2011-03-30,2,3,1,0,3,1,1,1,9,10,13.0,17.0,39.0,0.0
2022,2011-03-30,2,3,2,0,3,1,2,0,4,4,13.0,17.0,57.0,0.0
2023,2011-03-30,2,3,3,0,3,1,2,0,4,4,13.0,17.0,49.0,0.0
